Site name,Cat_No,Provenance code,X coordinate,Y coordinate,No. of artefacts,Artefact category,act_cat,Material,Material detail,Type,Sub-Type,Description,Inscription,Find No./Inv. No. ,Find No. reduced,Date,Stratigraphical info,Period,Building phase,Building phase code,Building phase and find complex,Location,location_reduced,Gender ,Gender code,Width (cm),Rim diam. (cm),Base diam. (cm),Diam. (cm),Height (cm),Length (cm),Thickness (cm),Weight (g),Other dimensions,Fabric,Published illustration,Published parallels
Ellingen,B0161,33,34.00,16.50,1,dress?,ZD,Copper alloy,,Necklet?,,"Bronze wire with spiral wrapped ends, mostly broken.",,1991-2424,2424,,upper levels,,Period 2,P2,Find complex 5,Shaft 6,Building F,female?,ZFe,,,,,,24.4  (preserved),,,,,Pl.  20,
Ellingen,F0042,33,34.00,16.50,1,toilet?,ZT,Glass,Natural,Unguentaria and small bottles,,"Conical lower part of a balsamarium; lightish greenish-blue, matt.",,1991-2418,2418,,uppermost level,,Period 2,P2,Find complex 5,Shaft 6,Building F,female?,ZFe,,,2.2-,,,,,,,,Pl.  93,Similar to F40.
Ellingen,J0003,218,46.00,15.00,1,dress,D,Stone,Nicolo,Finger-rings,gems,"Ring stone of  dark blue 'Nicolo' with whitish rim, high oval; figured and rear side shallow with sloping rim; all sides polished; undamaged; a figure sits on his haunches on a ground line, facing left  (from the observer of the original), the elbow placed on the knee. The representation of the legs is discontinued under the knees. Head covering? Probably simplified representation of a craftsperson, perhaps also a Muse. ",,13 03 91 / 1983--2706,391,,,,Period 1-2,P1_2,,South gate area,South Gate,male?/female?,ZMa_Fe,,,,,,,,,1.11 x 0.88 x 0.37 cm,,"Pl.  99, Pl.  103","Similar to representation of a craftsman; E. Brandt and E. Schmidt, Antike Gemmen in Deutschen Sammlungen I 2. Staatliche Münzsammlung München (1970) nos 745, 746,1617-1619; G. Sena Cniesa loc. cit. (J 2) no. 977; V. v. Gonzenbach, Zeitschr. Schweiz. Arch. u. Kunstgesch. 13, 1952, 67 no. 4; pl. 27.4. For representation of a muse: P. Zazoff, Die antiken Gemmen. Handbuch der Archäologie (1983) 321 with note 96 pl. 94.5 (representation of the muse of Mykon from the Fitzwilliam Museum in Cambridge); E. Zwierlein-Diehl, Die antiken Gemmen des Kunsthistorischen Museums Wien II (1979) no. 1601; G. Sena Chiesa loc. cit. no. 88. also P. Gercke, Antike Gemmen in Deutschen Sammlungen III. Göttingen (1970) nos 390-393 (seated man with scroll). E. Zwierlein-Diehl, Antike Gemmen in Deutschen Sammlungen II. Berlin (1969) nos 161 (lyre player), 162 (girl with staff), 165 (bather)."
Ellingen,C0283a,204,45.00,5.00,1,dress,D,Iron,,Shoe nails,,Shoe nail similar to no. C282.,,1991-386,386,,,,Period 1-2,P1_2,,"South gate, area to south",South Gate,male?,ZMa,,,,,,1.1-2.0 ,,,,,,
Ellingen,B0013,230,50.00,6.20,1,dress,D,Copper alloy,,Brooches,Böhme Type 46b; Riha Type 3.18; 'Type Ellingen' ,"Open work disc brooch with flat trumpet ornament (similar to no. B12). Two piece bronze brooch; upper surface tin-plated; iron spiral with under tendon with three to four windings on one half, spiral shaft of iron; otherwise similar to no. B12.",,13 03 84 / 1983-2722,384,2nd 1/2 2nd cent. - beg. 3rd cent. AD,,,Period 1b-2,P1B_2,,"South gate, east tower, to south",South Gate,male?/female?,ZMa_Fe,,,,,,2.6,,,,,Pl.  15,
Ellingen,F0009,204,45.00,5.00,1,tableware and serving?/toilet?,ZTS_T,Glass,Natural,Dishes/bowls,,l rim sherd of a bowl with thickened rim; slightly greenish.,,1991-1293,1293,,,,Period 1_2,P1_2,,"South gate, to south",South Gate,N/A,U,,16.5,,,,,,,,,Pl.  92,
Ellingen,B0006,202,45.00,0.00,1,dress,D,Copper alloy,,Brooches,Böhme Type 27; Jobst Type 16),Spiral brooch with triple pronged bow. Two piece bronze brooch; spiral construction missing; remains of iron spiral shaft preserved; the two preserved bow arms of triangular section; at the sides small knobs of the originally probably three-pronged head plate; between biconical bow knob and shaft hole eine broken perforation (function?).,,Stray find south of the fort (B. Pelka),4004,end 2nd cent - 1st 1/2 3rd cent,,,Period 2?,ZP2,,"South of fort, stray find",Outside Fort,male,Ma,,,,,,2.5  (preserved),,,,,Pl.  14,
Ellingen,B0140,502,80.00,12.50,1,cloth working?/toilet?,ZC_T,Copper alloy,,Needles,,Needle;,,1991-2188,2188,,Foundation,,Period 1-2,P1_2,,Southeast corner tower,Fort Area,male?/female?,ZMa_Fe,,,,,,8.8; eye:  0.75 ,,,,,Pl.  19,"E.M. Ruprechtsberger, Die römischen Bein- und Bronzenadeln aus den Museen Enns und Linz. Linzer Arch. Forsch. 9 (1979) 37ff."
Ellingen,K0056,509,82.00,12.00,5,stone and metal working,SM,Slag,,Indeterminate fragments,,5 medium and small pieces.,,1991-398,398,,,,Period 1-2,P1_2,,Southeast corner tower area,Fort Area,male,Ma,,,,,,,,167,,,,
Ellingen,J0021,527,90.00,0.00,1,cutting and sharpening,CS,Stone,Sandstone,Whetstones,large,"Very fine-grained sandstone; fragment, rectangular; on upper, lower and two long sides grinding traces and robust grinding grooves.",,Stray find,4002,,,,,ZZ,,Stray find,Possible Fort Area,male?,ZMa,,,,,,,,724 (preserved),14.3 x 10.5 x 3.1 cm (preserved),,Pl.  104,
Ellingen,M0025,527,90.00,0.00,1,dress,D,Copper alloy,,Belt attachments,,Part of a bronze belt(?).,,Stray find area of Ellingen (?) (Hartmann 1983).,4002,,,post-Roman,,NON_ROM ,,Stray find,Possible Fort Area,male?,Zma,1.3,,,,,4.6,,,,,Pl.  102,
Ellingen,B0042,527,90.00,0.00,1,combat dress,DE,Copper alloy,,Belt attachments,,Rectangular fitting with ope-work pattern and three rivet holes; piercings not finished; half-worked?,,1991-1314,1314,,,,,ZZ,,Stray find,Possible Fort Area,male,Ma,2.2,,,,,4.7  (preserved) ,,,,,Pl.  16,
Ellingen,C0022,527,90.00,0.00,1,combat equipment,E,Iron,,Javelins and lances,,Lance head with slight central ridge; leaf broken off; partly restored.,,1991-1314,1314,,,,,ZZ,,Stray find,Possible Fort Area,male,Ma,blade::3.2  (preserved) ,,,socket: n. 1.1 ,,9.2 (preserved),,20 (preserved),,,Pl.  24,
Ellingen,C0037,527,90.00,0.00,1,combat equipment,E,Iron,,Javelins and lances,,"Socket, slit; lance head(?) broken off.",,Stray find,4002,,,,,ZZ,,Stray find,Possible Fort Area,male,Ma,,,,socket: 1.4 ,,6.3 (preserved) ,,,,,Pl.  25,
Ellingen,C0048,527,90.00,0.00,1,combat equipment,E,Iron,,Arrowheads,,"Three-winged arrowhead, tang broken off, wing damaged (Type 2 or 3); badly corroded.",,1991-2190,2190,,,,,ZZ,,Stray find,Possible Fort Area,male,Ma,1.1 (preserved) ,,,,,without barb: 3.4 (preserved) ,,3.5 (preserved),,,Pl.  25,
Ellingen,T0152,527,90.00,0.00,1,human remains,Sk,Human bones,,neonates,,Back of skull.,,Stray find,4021,,,,,ZZ,,Stray find,Possible Fort Area,child,Ch,,,,,,,,,,,,
Ellingen,J0092m,527,90.00,0.00,4,stone and metal working,SM,Stone,Ironstone,Indeterminate fragments,,Small vererzten ironstone pieces (Dogger Beta) could have been collected for iron smelting.,,1991-1314,1314,,,,Period 1-2,P1_2,,Stray find,Possible Fort Area,male,Ma,,,,,,c. 4-6 ,,,,,,"H. Schmidt-Kaler, Geologische Karte von Bayern l: 25 000. Illustration on sheet no. 6932 Nennslingen (1971) 18; 68."
Ellingen,K0044,527,90.00,0.00,9,stone and metal working,SM,Slag,,Indeterminate fragments,,"l medium, 8 small pieces.",,1991-1314,1314,,,,,ZZ,,Stray find,Possible Fort Area,male,Ma,,,,,,,,227,,,,
Ellingen,C0120,527,90.00,0.00,1,wood and leather working,WL,Iron,,Spatulas,,Modelling spatula (?) with widendends and slightly thickened centre; partly restored.,,Stray find,4002,,,,Period 1_2,P1_2,,Stray find,Possible Fort Area,male,Ma,straight end: 1.6  ,,,,,16.8,0.6,41 (preserved),,,Pl.  31,"Pietsch, Saalburg 59 pl. 21.494, 495 (Saalburg); Manning, Iron 31f."
Ellingen,D0004,527,90.00,0.00,1,dress?/cloth working?,ZD_C,Lead,,Beads?,,"Spindle whorl, slightly conical.",,1968-246,246,,,,,ZZ,,Stray find,Possible Fort Area,female?,ZFe,,,, 3.4; hole: 0.3 ,,,,,,,Pl.  38,
Ellingen,B0108,527,90.00,0.00,1,dress,D,Copper alloy,,Finger-rings,,Band-shaped finger ring.,,E 198529,29,,,,,ZZ,,"Stray find, excavation spoil",Possible Fort Area,male?/female?,ZMa_Fe,,,,2.1,,,,,,,Pl.  18,Bayer. Vorgeschbl. Beih. l (1987) 145.
Ellingen,K0031,459,75.00,75.00,12,stone and metal working,SM,Slag,,Indeterminate fragments,,"2 medium, 10 small pieces.",,1991-1274,1274,,,,Period 1-2,P1_2,,"Street, bet.  Building B and Building C, east part  ",Street Area,male,Ma,,,,,,,,435,,,,
Ellingen,K0055,459,75.00,75.00,6,stone and metal working,SM,Slag,,Indeterminate fragments,,"2 medium, 4 small pieces.",,1991-1285,1285,,,,Period 1-2,P1_2,,"Street, bet.  Building B and Building C, east part  ",Street Area,male,Ma,,,,,,,,173,,,,
Ellingen,K0072,459,75.00,75.00,7,stone and metal working,SM,Slag,,Indeterminate fragments,,"l medium, 6 small pieces.",,1991-1302,1302,,Planum 2,,Period 1-2,P1_2,,"Street, bet.  Building B and Building C, east part  ",Street Area,male,Ma,,,,,,,,102,,,,
Ellingen,K0093,459,75.00,75.00,5,stone and metal working,SM,Slag,,Indeterminate fragments,,5 small pieces.,,1991-1321,1321,,Planum 2,,Period 1-2,P1_2,,"Street, bet.  Building B and Building C, east part  ",Street Area,male,Ma,,,,,,,,60,,,,
Ellingen,B0134,459,75.00,75.00,1,dress?/cloth working?/toilet?,ZD_C_T,Copper alloy,,Needles & pins,,Pin point with round section.,,1991-1274,1274,,,,Period 1-2,P1_2,,"Street, bet.  Building B and Building C, east part  ",Street Area,male?/female?,ZMa_Fe,,,,,,3.0  (preserved),0.2,,,,,
Ellingen,G0038,459,75.00,75.00,1,dress?/cloth working?/writing?,ZD_C_W,Bone and antler,Worked,Needles & pins,,Pin fragment.,,1991-1274,1274,,,,Period 1-2,P1_2,,"Street, bet.  Building B and Building C, east part  ",Street Area,male?/female?,ZMa_Fe,,,,,, 2.3 (preserved) ,0.4,,,,,
Ellingen,J0092b,344,65.00,75.00,1,stone and metal working,SM,Stone,Ironstone,Indeterminate fragments,,Small vererzten ironstone piece (Dogger Beta) could have been collected for iron smelting.,,1991-658,658,,,,Period 1-2,P1_2,,"Street, bet. Building B and Building C",Street Area,male,Ma,,,,,,c. 4-6 ,,,,,,"H. Schmidt-Kaler, Geologische Karte von Bayern l: 25 000. Illustration on sheet no. 6932 Nennslingen (1971) 18; 68."
Ellingen,K0086,344,65.00,75.00,3,stone and metal working,SM,Slag,,Indeterminate fragments,,"l medium, 2 small pieces.",,1991-1188,1188,,Planum 2,,Period 1-2,P1_2,,"Street, bet. Building B and Building C",Street Area,male,Ma,,,,,,,,75,,,,
Ellingen,K0101,344,65.00,75.00,6,stone and metal working,SM,Slag,,Indeterminate fragments,,6 small pieces.,,1991-1262,1262,,,,Period 1-2,P1_2,,"Street, bet. Building B and Building C",Street Area,male,Ma,,,,,,,,52,,,,
Ellingen,B0119,344,65.00,75.00,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Finger-rings?,,Ring of bronze wire with ring-shaped Verdikkung.,,1991-2163,2163,,,,Period 1-2,P1_2,,"Street, bet. Building B and Building C",Street Area,male?/female?,ZMa_Fe,,,,2.2,,,,,,,Pl.  18,
Ellingen,B0105,506,80.00,82.00,1,dress,D,Copper alloy,,Finger-rings,,Key finger ring; barb broken off.,,13 30 16 / 1983-2710,3016,,Between Planum l and 2,,Period 1-2,P1_2,,"Street, bet. Building C and fortification wall, east",Street Area,male?/female?,ZMa_Fe,,,,ring: 2.15 ,,,,,,,Pl.  18,"F. Henkel, Die römischen Fingerringe der Rheinlande und der benachbarten Gebiete (1913) 183ff."
Ellingen,C0069,411,70.00,93.00,1,cutting and sharpening,CS,Iron,,Knives,,Knife fragment with sharply arched back.,,1991-760,760,,,,Period 1-2,P1_2,,"Street, bet. Building C and fortification wall, north ",Street Area,male?,ZMa,blade: 1.2 ,,,,,7.9 (preserved) ,,,,,Pl.  28,
Ellingen,C0071,411,70.00,93.00,1,cutting and sharpening,CS,Iron,,Knives,,Knife with straight back; blade fragment.,,1991-760,760,,,,Period 1-2,P1_2,,"Street, bet. Building C and fortification wall, north ",Street Area,male?,ZMa,blade: 1.3 ,,,,,5.3 (preserved),,,,,Pl.  28,
Ellingen,J0092d,411,70.00,93.00,1,stone and metal working,SM,Stone,Ironstone,Indeterminate fragments,,Small vererzten ironstone piece (Dogger Beta) could have been collected for iron smelting.,,1991-754,754,,,,Period 1-2,P1_2,,"Street, bet. Building C and fortification wall, north ",Street Area,male,Ma,,,,,,c. 4-6 ,,,,,,"H. Schmidt-Kaler, Geologische Karte von Bayern l: 25 000. Illustration on sheet no. 6932 Nennslingen (1971) 18; 68."
Ellingen,K0019,411,70.00,93.00,19,stone and metal working,SM,Slag,,Indeterminate fragments,,"l large, 6 medium, 12 small pieces.",,1991-755,755,,,,Period 1-2,P1_2,,"Street, bet. Building C and fortification wall, north ",Street Area,male,Ma,,,,,,,,641,,,,
Ellingen,K0027,411,70.00,93.00,14,stone and metal working,SM,Slag,,Indeterminate fragments,,"6 medium, 8 small pieces.",,1991-754,754,,,,Period 1-2,P1_2,,"Street, bet. Building C and fortification wall, north ",Street Area,male,Ma,,,,,,,,505,,,,
Ellingen,L0001,411,70.00,93.00,1,stone and metal working,SM,Clay,,Crucibles,,"Crucible fragment with slightly retracted rim; outside a thin, whitish scorification, porous skin; inside grey to rust brown.",,1991-755,755,,,,Period 1-2,P1_2,,"Street, bet. Building C and fortification wall, north ",Street Area,male,Ma,,,,c. 7.5 ,,,,,,medium; grey; break shows inner layer,Pl.  101,
Ellingen,C0123,411,70.00,93.00,1,writing,W,Iron,,Stili,,"Stilus, of round section, nib broken off; below the scraper 11, and at the other end 17, fine brass-inlaid grooves, around the offset knob another brass strip.",,1991-760,760,,,,Period 1_2,P1_2,,"Street, bet. Building C and fortification wall, north ",Street Area,male?,ZMa,nib: 0.9 ,,,,,10.0 (preserved),0.45,,,,Pl.  32,
Ellingen,C0283g,308,62.00,93.00,1,dress,D,Iron,,Shoe nails,,Shoe nail similar to no. C282.,,1991-2171,2171,,,,Period 1-2,P1_2,,"Street, bet. Building C, middle part , and fortification wall, north",Street Area,male?,ZMa,,,,,,1.1-2.0 ,,,,,,
Ellingen,K0096,308,62.00,93.00,3,stone and metal working,SM,Slag,,Indeterminate fragments,,3 small pieces.,,1991-2171,2171,,,,Period 1-2,P1_2,,"Street, bet. Building C, middle part , and fortification wall, north",Street Area,male,Ma,,,,,,,,58,,,,
Ellingen,C0047,352,65.00,93.00,1,combat equipment,E,Iron,,Arrowheads,,"Three-winged arrowhead, tang broken off, wing damaged (Type 2 or 3).",,1991-693,693,,,,Period 1-2,P1_2,,"Street, bet. Building C, middle part , and fortification wall, north",Street Area,male,Ma,1.2,,,,,without barb: 3.7 ,,3.5 (preserved),,,Pl.  25,
Ellingen,K0098,352,65.00,93.00,1,stone and metal working,SM,Slag,,Indeterminate fragments,,l medium piece.,,1991-664,664,,,,Period 1-2,P1_2,,"Street, bet. Building C, middle part , and fortification wall, north",Street Area,male,Ma,,,,,,,,56,,,,
Ellingen,K0103,352,65.00,93.00,1,stone and metal working,SM,Slag,,Indeterminate fragments,,l medium piece.,,1991-663,663,,,,Period 1-2,P1_2,,"Street, bet. Building C, middle part , and fortification wall, north",Street Area,male,Ma,,,,,,,,48,,,,
Ellingen,C0125,352,65.00,93.00,1,writing,W,Iron,,Stili,,"Stilus, of round section, slightly thickened towards the point, with three grooves.",,1991-693,693,,,,Period 1_2,P1_2,,"Street, bet. Building C, middle part , and fortification wall, north",Street Area,male?,ZMa,nib: 1.1  ,,,,,10.2,0.45,,,,Pl.  32,
Ellingen,M0007,261,55.00,75.00,1,cutting and sharpening,CS,Flint,,Indeterminate fragments,,Silex chip.,,1991-1255,1255,,,Pre-Roman,Period 1-2,P1_2,,"Street, bet. Building C, west part , and Building B",Street Area,male?,ZMa,2.3,,,,,3.2,,,,,,
Ellingen,K0134,261,55.00,75.00,1,stone and metal working,SM,Slag,,Indeterminate fragments,,l small piece.,,1991-1255,1255,,,,Period 1-2,P1_2,,"Street, bet. Building C, west part , and Building B",Street Area,male,Ma,,,,,,,,12,,,,
Ellingen,K0043,263,55.00,93.00,1,stone and metal working,SM,Slag,,Indeterminate fragments,,l large piece.,,1991-1313,1313,,Planum 2,,Period 1-2,P1_2,,"Street, bet. Building C, west part , and fortification wall, north",Street Area,male,Ma,,,,,,,,230,,,,
Ellingen,B0016,12,12.80,76.00,1,dress,D,Copper alloy,,Brooches,Böhme Type 46c; Jobst Type 3 IG,"Open work disc brooch with plastic trumpet ornament. Two piece bronze brooch; under tendoned spiral construction with at least four windings; S-shaped undulating central piece ending in a trumpet, two opposing semicircular motifs with trumpet ends are inserted into the upper half of this central piece; transverse pin holder.",,13 08 61 / 1983-2720,861,2nd 1/2 2nd cent. - beg. 3rd cent. AD,,,Period 1b-2,P1B_2,"Street - S of Building D, west part ","Street, south of Building D, west part ",Street Area,male?/female?,ZMa_Fe,,,,,,3.6,,,,,Pl.  15,
Ellingen,F0110,40,17.30,74.50,1,dress,D,Glass,Millifiori,Beads,,"Fragment of a millefiori bead; yellow glass rods in green glass body, upper surface very coarse (traces of secondary burning?). Dating questionable.",,1991-2341,2341,,,,Period 1-2,P1_2,,"Street, south of Building D, west part ",Street Area,female?/child?,ZFe_Ch,,,,1.8,,,,,,,Pl.  95,
Ellingen,K0033,504,80.00,55.00,27,stone and metal working,SM,Slag,,Indeterminate fragments,,"2 medium, approx.  25 small pieces.",,1991-815,815,,,,Period 1-2,P1_2,,"Street, via sagularis and fortification wall, east side",Street Area,male,Ma,,,,,,,,375,,,,
Ellingen,K0071,458,75.00,68.00,1,stone and metal working,SM,Slag,,Indeterminate fragments,,l medium piece.,,1991-788,788,,,,Period 1-2,P1_2,,"Street, via sagularis, east of Building B, north part ",Street Area,male,Ma,,,,,,,,110,,,,
Ellingen,L0006,481,77.00,36.00,3,stone and metal working,SM,Clay,,Crucibles,,"3 crucible fragments; outside a whitishto black, glassy scorified skin; inside grey.",,1991-790,790,,,,Period 1b-2?,ZP1B_2,Find complex 8,"Street, via sagularis, east of Building B, south part , pit  B218(?)",Street Area,male,Ma,,,,,,,,,,medium; grey; outer and inner layer separate,,
Ellingen,B0023,469,75.80,87.10,1,dress,D,Copper alloy,,Brooches,,Bronze pin with still one winding of the spiral.,,1991-756,756,,,,,ZZ,,"Street, via sagularis, east of Building C",Street Area,male?,ZMa,,,,,,3.5,,,,,Pl.  15,
Ellingen,J0060,484,77.50,84.00,1,cutting and sharpening,CS,Stone,Sandstone,Whetstones,irregular,"Very fine-grained sandstone; rectangular with triangular section; under side and the two sides faces with grinding traces, upper side with two c. l cm wide semicircular ground hollows.",,1991-2180,2180,,,,Period 1-2,P1_2,,"Street, via sagularis, east of Building C",Street Area,male?,ZMa,,,,,,,,357,8.3 x 5.7 x 5.9 cn ,,Pl.  104,
Ellingen,K0006,484,77.50,84.00,36,stone and metal working,SM,Slag,,Indeterminate fragments,,"6 large, 15 medium, 15 small pieces.",,1991-2180,2180,,,,Period 1-2,P1_2,,"Street, via sagularis, east of Building C",Street Area,male,Ma,,,,,,,,3214,,,,
Ellingen,B0048,488,78.00,53.00,1,combat dress?,ZDE,Copper alloy,,Strap fittings,,"Small, oval plate with clasp arms bent around with inturned points. ",,1991-809,809,,,,Period 1-2,P1_2,,"Street, via sagularis, east side, middle",Street Area,male?,ZMa,1.2,,,,,2.7,,,,,Pl.  16,
Ellingen,K0078,490,78.00,77.50,3,stone and metal working,SM,Slag,,Indeterminate fragments,,3 small pieces.,,1991-816,816,,,,Period 1-2,P1_2,,"Street, via sagularis, east side, north part ",Street Area,male,Ma,,,,,,,,92,,,,
Ellingen,F0039,490,78.00,77.50,1,tableware and serving?/toilet?,ZTS_T,Glass,Natural,Cups,,l base sherd of a cup similar to F 38; applied foot; colourless.,,1991-816,816,,,,Period 1_2,P1_2,,"Street, via sagularis, east side, north part ",Street Area,N/A,U,,,3.9,,,,,,,,Pl.  93,
Ellingen,B0084,494,78.50,75.00,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Discs,,"Bronze sheet disc, embossed; representation of lunate with knob ends, inside a phallus(?).",,13 13 11 / 1983-2726,1311,,,,Period 1-2,P1_2,,"Street, via sagularis, east side, north part ",Street Area,male?/female?,ZMa_Fe,,,,5,,,,,,,Pl.  18,
Ellingen,EII1704,487,78.00,25.00,1,cloth working,C,Ceramic,,Spindlewhorls,,"Spindle whorl, conical, decorated with indents; light brown.",,1991-829,829,,,prehistoric or imperial,,ZZ,,"Street, via sagularis, east side, south part ",Street Area,female,Fe,,,,3.7,2.6,,,,,fine to medium; inside dark grey,Pl.  91,
Ellingen,S0003,487,78.00,25.00,1,human remains,Sk,Human bones,,neonates,,"Partial skeleton of 9 - 9.5 lunar month neonate; 3 ribs, ulna, radius, femur, tibia.",,14 08 29,829,,,,Period 1-2,P1_2,,"Street, via sagularis, east side, south part ",Street Area,child,Ch,,,,,,,,,,,,
Ellingen,K0119,487,78.00,25.00,1,stone and metal working,SM,Slag,,Indeterminate fragments,,l small (bronze slag?) piece.,,1991-829,829,,,,Period 1-2,P1_2,,"Street, via sagularis, east side, south part ",Street Area,male,Ma,,,,,,,,22,,,,
Ellingen,K0135,487,78.00,25.00,3,stone and metal working,SM,Slag,,Indeterminate fragments,,3 small pieces.,,1991-829,829,,,,Period 1-2,P1_2,,"Street, via sagularis, east side, south part ",Street Area,male,Ma,,,,,,,,10,,,,
Ellingen,G0041,361,66.00,83.00,1,gaming,G,Bone and antler,Worked,Counters,,"Counter, decorated with concentric grooves, small central hollow.",,1991-2170,2170,,,,Period 1-2,P1_2,,"Street, via sagularis, north of Building C",Street Area,male?/female?,ZMa_Fe,,,,1.9,,,,,,,Pl.  99,
Ellingen,J0032,441,72.50,92.50,1,cutting and sharpening,CS,Stone,Sandstone,Whetstones,medium,"Very fine-grained sandstone; fragment, rectangular; all four long sides and one short side with grinding traces, one long side with additional grinding grooves.",,1991-847,847,,,,Period 1-2,P1_2,,"Street, via sagularis, north of Building C",Street Area,male?,ZMa,,,,,,,,182,8.1 x 5.6 x 3.5cm  (preserved) ,,Pl.  104,
Ellingen,M0004,441,72.50,92.50,1,cutting and sharpening,CS,Flint,,Knives,blades,Silex blade with probably modern striking edge.,,1991-847,847,,,Pre-Roman,Period 1-2,P1_2,,"Street, via sagularis, north of Building C",Street Area,male?,ZMa,1.1,,,,,4.6,,,,,,
Ellingen,C0052,441,72.50,92.50,1,combat equipment,E,Iron,,Swords and sheaths,,"Box-like, semicircular chape-end with gold-yellow brass inlay, preserved upper end of the front part des Vorderteils notoriginal, back part largely broken. On the underside of the outside edges of the front and back parts remains of narrow brass strips (same material as the inlay),  which serve as hard solder, to weld a c. 0.5 cm wide iron strip around the front and back plates. The inlaid ornament is arranged very symmetrically, framed by a wide line, notched on the outside, which follows the shape of the upper part of the chape-end. Certain is the decoration of a wider line, finely notched to the outside and inside, which attaches sharply at the top in the centre, swings arch-shaped in the two upper corners, then further retracts, and again forms two lightly swung arches below, before finally uniting. In the arched recesses are leaves on fine trendrils, which - where there is space - roll out in spirals and are provided with small sprig hooks Sprossenhäkchen. Outside the main swinging arched line, above and in the centre, are found two pointed finely notched leaves (ivy leaves?), below are probably two leaves of the the same type arranged opposite each other, the poor preservation today allows no sure decision. Inside the main line, in both upper arches, are two clover leaves, not longer identifiable. A wide fine notched line to the outside and inside frames the central pointed triangular middle field, in which two clover leavesand the remains of a thin line are still recognisable.",,1991-847,847,end 2nd - beg 3rd cent. ,,,Period 2,P2,,"Street, via sagularis, north of Building C",Street Area,male,Ma,4.6,,,,4.7 (preserved) ,,1,,,,Pl.  26,
Ellingen,K0029,441,72.50,92.50,7,stone and metal working,SM,Slag,,Indeterminate fragments,,"l large, l medium, 5 small pieces.",,1991-847,847,,,,Period 1-2,P1_2,,"Street, via sagularis, north of Building C",Street Area,male,Ma,,,,,,,,458,,,,
Ellingen,B0145,166,35.20,89.80,1,toilet,T,Copper alloy,,Ligulae,,Ear cleaner with irregular-sided shaft.,,13 07 02 / 1983-2739,702,,,,Period 1_2,P1_2,,"Street, via sagularis, north of Building D, east part ",Street Area,male?/female?,ZMa_Fe,,,,,,12.4,,,,,Pl.  19,"Riha, Äugst Toilettgerät 60 Variante E."
Ellingen,B0056,110,26.50,90.20,1,combat dress?,ZDE,Copper alloy,,Strap fittings,,"Band-shaped fitting fragment, richly profiled.",,13 06 89 / 1983-2734,689,,,,Period 1-2,P1_2,,"Street, via sagularis, north of Building D, middle part ",Street Area,male?,ZMa,,,,,, 6.2  (preserved),,,,,Pl.  17,"Oldenstein, Ausrüstung pl. 66, 865 (Straubing); Fundber. Baden-Württemberg 8, 1983 pl. 160.18 (Köngen)."
Ellingen,B0039,245,52.30,90.80,1,combat dress?,ZDE,Copper alloy,,Strap fittings,,"Strap ferrule, rectangular, with rivet hole; narrower rear part broken off.",,1991-762,762,,,,Period 1-2,P1_2,,"Street, via sagularis, NW of Building C",Street Area,male?,ZMa,0.8,,,,,2.3,,,,,,
Ellingen,K0080,498,79.00,20.00,2,stone and metal working,SM,Slag,,Indeterminate fragments,,2 medium pieces.,,1991-825,825,,,,Period 1-2,P1_2,,"Street, via sagularis, SE cnr",Street Area,male,Ma,,,,,,,,84,,,,
Ellingen,G0043,489,78.00,76.00,1,gaming,G,Bone and antler,Worked,Counters,,"Counter, upper side hollowed in.",,1991-3015,3015,,,,Period 1-2,P1_2,,"Street, via sagularis, SE of Building C",Street Area,male?/female?,ZMa_Fe,,,,2.1,,,,,,,Pl.  99,
Ellingen,K0128,246,52.50,17.50,2,stone and metal working,SM,Slag,,Indeterminate fragments,,2 small pieces.,,1991-842,842,,,,Period 1b-2?,ZP1B_2,Find complex 2,"Street, via sagularis, south of Building B, near Shaft 3",Street Area,male,Ma,,,,,,,,17,,,,
Ellingen,B0133,477,76.40,20.10,1,dress?/cloth working?/toilet?,ZD_C_T,Copper alloy,,Needles & pins,,"Pin, shallow hammered at the blunt end.",,13 08 30 / 1983-2742,830,,,,Period 1b?,ZP1B,Building B-II?,"Street, via sagularis, south part , east side B211",Street Area,male?/female?,ZMa_Fe,,,,,,7.3,0.4,,,,Pl.  19,
Ellingen,B0120,478,76.50,19.99,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Finger-rings?,,Ring.,,13 08 33 / 1983-2736,833,,,,Period 1b?,ZP1B,,"Street, via sagularis, south part , east side B211",Street Area,male?/female?,ZMa_Fe,,,,2.2,,,0.35,,,,Pl.  18,
Ellingen,B0110,480,76.70,19.95,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Finger-rings,,Finger ring (?).,,1991-832,832,,,,Period 1b?,ZP1B,Building B-II?,"Street, via sagularis, south part , east side B211",Street Area,female?/child?,ZFe_Ch,,,,1.7,,,,,,,Pl.  18,
Ellingen,B0060,480,76.70,19.95,1,combat dress?,ZDE,Copper alloy,,Strap fittings,,"Fitting fragment, trapezoidal, with three rivet holes.",,1991-831,831,,,,Period 1b?,ZP1B,Building B-II?,"Street, via sagularis, south part , east side B211",Street Area,male?,ZMa,,,,,,3.3 (preserved),,,,,Pl.  17,
