ID,SF or Cat no,Ctxt ID,Object category,Condition,Obj Type,Firm ID?,Description,Quantity,Height cm,Width cm,Length cm,Depth cm,Diameter cm,Rim dia cm,Base dia cm,Material,Technique,Appearance,Stylistic date,Figure no,Obj Illustration,Out of copyright,Notes,VS parallels
3675,SardShUncat(E9g),SardShE9,Container,intact,Jar-Storage,Y,wide-mouthed,1,,,,,,,,Pottery/ceramic,,,,,0,FALSE,found near E wall door w cooking pot ID3676,
3676,SardShU67F341,SardShE9,Food & drink,broken,Cookware-PotDeep,Y,globular; 2 handles attached under rim; smooth join to shoulder; rim smoothed down & outward at edge; upper part ridged on ext & int; gritty fabric,1,18.3,,,,20.6,13,,Pottery/ceramic,,clay red,,341,0,FALSE,"found near E wall door w storage jar ID3675. ""similar pots found in the Hanghauser at Ephesus""",
3677,SardShP67.84:7478,SardShE9,Container; Uncertain,fragmentary,Sherd-Coarseware,Y,ridged on int; smoothed ext w v micaceous self-slip applied w sponge; dipinto after firing; branch,1,,,,,,,,Painted; Pottery/ceramic,,micaceous,,342,0,FALSE,,
3678,SardShU67(E9j),SardShE9,Industry,fragmentary,Mortar-ModifiedColumn,Y,frag of fluted column & base; hollowed for use as mortar,1,,,,,,,,Stone other,,,,,0,FALSE,,
3679,SardShU67F333,SardShE9,Industry,intact,Mortar-Shlw,Y,2 rounded handles set off from rim; divided into 4 wedges by grooves; rounded spout w pour channel through rim,1,,,,,35,,,Marble,,,,333,0,FALSE,,
3680,SardShU67(E9k),SardShE9,Other,intact,Plaque,Y,w incised dolphins; 1 hooked on a line; poss reused revetment,1,,,,,,,,Marble,,,,,0,FALSE,,
3681,SardShT67.8:7376,SardShE9,Structural,broken,Tile,Y,2 joining frags of floor tile; finger-drawn cross w equal length arms w cross bars; 2 zig-zag lines on r; ins. ƒETE; decorated before firing,1,,20.5,34.5,,,,,Pottery/ceramic,,incised decoration,,343,0,FALSE,,
3682,SardShU67(E10a),SardShE10,Container; Other,intact,Lid-Flask,Y,as lid on jug ID1798,1,,,,,,,,Cu alloy,,other metal,,cf 212; 214,0,FALSE,,
3683,SardShU67F351,SardShE10,Security,intact,Lock-Cylindrical,Y,cases show lathe marks; removable cap on each end; on one end slot & round opening that does not correspond to known key shapes which in turn correspond to openings in the mechanism; iron mechanisms,2,,7.5,,,4.75,,,Cu alloy; Iron,,other metal,,351; 352,0,FALSE,,
3684,SardShM67.13:7375,SardShE10,Security,intact,Lock-Plate,Y,circular; w toothed edges; incised concentric circles; 2 slots & 4 attachment holes,1,,,,,6,,,Cu alloy,,incised decoration; other metal,,353,0,FALSE,,
3685,SardShM67.27:7473,SardShE10,Other,broken,Panpipes,Y,remains of 3 straight pipes preserved out of 6 excavated; joined by narrow or raised bands around each pipe; no holes or stops visible; marks from disintegrated cloth on surfaces when excavated,1,,,8,,1,,,Cu alloy; Textile uncertain,,other metal,,,0,FALSE,diameter is that of individual pipes,
3686,SardShU67F359,SardShE10,Other,intact,Handle,Y,lifting handle w lead to attach it to heavy lid or stone,1,5.1,,,,4.2,,,Iron,,other metal,,359,0,FALSE,,
3687,SardShM72.5:8196,SardShE10,Industry; Tool,broken,Pickaxe,Y,flat blade; splayed at edge; tapered point; central socket,1,5,22.9,,,,,,Iron,,other metal,,,0,FALSE,,
3688,SardShM72.6:8197,SardShE10,Industry; Tool,broken,Pickaxe,Y,flat blade; splayed at edge; tapered point; central socket,1,,32,,,,,,Iron,,other metal,,360,0,FALSE,,
3689,SardShM72.7:8198,SardShE10,Agriculture; Industry; Tool,broken,Shovel,Y,nearly rectangular blade w rounded corners; slight taper to edge; large open hammered socket,1,,20.2,39.7,,,,,Iron,,other metal,,361,0,FALSE,,
3690,SardShU67(E10b),SardShE10,Industry; Tool,broken,Hammer-Sledgehammer,Y,socketed head w square section at each end,1,,5.3,21,,,,,Iron,,other metal,,,0,FALSE,,
3691,SardShU68F347,SardShE10,Structural,intact,WindowGrille,Y,long parallel bars crossed at r angles by 3 shorter bars; 2 short iron points riveted to the bars at each of the 6 junctions project into the openings,1,72.5,50,,,,,,Iron,,other metal,,,0,FALSE,found in front of shop,
3692,SardShUncat(E10a),SardShE10,Container,intact,Amphora-Gen,Y,coarse redware,2,,,,,,,,Pottery/ceramic,,clay red,,,0,FALSE,,
3693,SardShUncat(E10b),SardShE10,Container; Food & drink; Uncertain,intact,Bowl-Gen,Y,coarse redware,1,,,,,,,,Pottery/ceramic,,clay red,,,0,FALSE,,
3694,SardShUncat(E10c),SardShE10,Container; Food & drink,intact,Cup-Gen,Y,coarse redware,1,,,,,,,,Pottery/ceramic,,clay red,,,0,FALSE,,
3695,SardShUncat(E10d),SardShE10,Container,intact,Pithos,Y,,1,,,,,,,,Pottery/ceramic,,,,,0,FALSE,,
3696,SardShUncat(E10e),SardShE10,Container,intact,Pithos,Y,set into floor,1,,,,,,,,Pottery/ceramic,,,,,0,FALSE,,
3697,SardShUncat(E10f),SardShE10,Container,intact,Pithos,Y,,1,,,,,,,,Pottery/ceramic,,slip white,,,0,FALSE,,
3698,SardShUncat(E10g),SardShE10,Food & drink,intact,Cookware-PotGen,Y,,1,,,,,,,,Pottery/ceramic,,clay black,,,0,FALSE,,
3699,SardShU67F369,SardShE10,Container,intact,Basin-Gen,Y,out-turned rim; straight sides; ext 2 sets of 6 grooves; int ridged; coarse brick-like clay; blackened slip remains in grooves,1,15.6,,,,39.1,,,Pottery/ceramic,,,,369,0,FALSE,,
3700,SardShU67F370,SardShE10,Industry; Tool,intact,Crucible,Y,beaker-shaped; sides bulged outward & cracked from heat; dull slag residue flowed over lip & down side; clear slag of a copper; zinc; tin alloy bubbled up on side & in crack of int,1,9.6,,,,9,,,Pottery/ceramic,,,,370,0,FALSE,found w crucible ID3701,
3701,SardShU67F371,SardShE10,Industry; Tool,intact,Crucible,Y,as ID3700 but not misshapen; residue of brown powder on upper part of int w spots of bright yellow; glassy slag dribbled ver rim covers 1/4 wall surface & overlies the deposit on ext,1,9.4,,,,9.2,,,Pottery/ceramic,,,,371,0,FALSE,found w crucible ID3700,
3702,SardShP67.83:7477,SardShE10,Container,broken,Flask-Gen,Y,competely flat back; rounded front w concentric ridges; button in cetre; part of neck & handles missing,1,18.8,,,,15,,,Pottery/ceramic,,clay buff; clay pink; slip red,,372,0,FALSE,,
3703,SardShU67(E10c),SardShE10,Container; Uncertain,fragmentary,Sherd-Coarseware,Y,body frag of pithos; thick fabric w smoothed self-slip; graffito M neatly scratched after firing; broken at r,1,,,,,,,,Pottery/ceramic,,,,,0,FALSE,,
3704,SardShS68.24:7799,SardShE10,Furniture,broken,Column-Miniature,Y,miniature capital in 1 piece w fragment of cylindrical shaft;; low relief abraded foliate pattern w 2 deep holes; poss furniture support; veined marble,1,13.8,,,,6.5,,,Marble,,grey; white,,378,0,FALSE,,
3705,SardShU67(E11a),SardShE11,Dress accessory,intact,Buckle,Y,u-shaped bar w loops at ends that fit over edges of a straight bar; tongue attachd to curved bar,1,3.6,2.4,,,,,,Cu alloy,,other metal,,,0,FALSE,,
3706,SardShU67(E11b),SardShE11,Dress accessory,broken,Buckle,Y,u-shaped bar w loops at ends that fit over edges of a straight bar; tongue (missing) attachd to curved bar,1,3.3,2.1,,,,,,Cu alloy,,other metal,,,0,FALSE,,
3707,SardShU67F354,SardShE11,Dress accessory,broken,Buckle,Y,ogival; w narrow bar to which tongue (missing) was attached,1,3,2.4,,,,,,Cu alloy,,other metal,,354,0,FALSE,,
3708,SardShU67F355,SardShE11,Other,intact,Lid-Censer,Y,conical w pierced knobbed top,1,6,,,,7,,,Cu alloy,,other metal,,355,0,FALSE,,
3709,SardShU68F358,SardShE11,Security,intact,Lock-Gen,Y,rectangular; keyhole below centre; vertical slot above rear l edge; rivet hole in each corner; incised lines across corners,1,3.8,4.1,,,,,,Cu alloy,,incised decoration; other metal,,358,0,FALSE,,
3710,SardShM68.10:7716,SardShE11,Security,broken,Lock-Gen,Y,rectangular; raised border strips attached by rivets; sides decorated w variant of egg & dart; eggs hollowed to hold inlay (missing); vertical slots at l & r edges; remains of round attachment holes in upper & lower l corners,1,7,10.7,,,,,,Cu alloy,,applied decoration; incised decoration; other metal,,356,0,FALSE,in centre horizontal keyhole flanked by attached strips in form of columns w triangular finials,
3711,SardShU67F357,SardShE11,Security,intact,Lock-Gen,Y,rectangular; plain raised border strip around edges attached w rivets; circular attachment hole in each corner; horizontal oblong keyhole flanked by columns as [ID3710],1,4.8,6,,,,,,Cu alloy,,applied decoration; other metal,,357,0,FALSE,,
3712,SardShU67(E11c),SardShE11,Security,intact,Lock-Gen,Y,similar to [ID3711] but undecorated,1,7,8.9,,,,,,Cu alloy,,other metal,,,0,FALSE,,
3713,SardShUncat(E11a),SardShE11,Industry; Tool,intact,Anvil,N,trapezoidal chunk of iron,1,14,,,,,10,19.5,Iron,,other metal,,,0,FALSE,rim & base diameter used here for widths of top & bottom surfaces,
3714,SardShU67F363,SardShE11,Agriculture; Tool,broken,Billhook,Y,curved blade; pointed end; straight shaft w hammered open socket,1,,,34.4,,,,,Iron,,other metal,,363,0,FALSE,,
3715,SardShU67F364,SardShE11,Agriculture; Tool,broken,CultivatingFork,Y,2 curved prongs bent at r angles joined to form flat handle w rectangular section,1,,,12.5,,,,,Iron,,other metal,,364,0,FALSE,,
3716,SardShU67F362,SardShE11,Industry; Tool,broken,Hammer-Adze,Y,high curvature in profile; thin curved adze blade slopes down from fairly wide socket; rounded pounding head,1,,3.7,23,,,,,Iron,,other metal,,362,0,FALSE,,
3717,SardShU67(E11d),SardShE11,Industry; Tool,broken,Hammer-Adze,Y,nearly flat in profile; straight adze edge; hammer square to rectangular in section; narrow socket,1,,5.5,23.3,,,,,Iron,,other metal,,,0,FALSE,,
3718,SardShU67F365,SardShE11,Food & drink; Tool; Uncertain,broken,Ladle,Y,plain circular bowl; flat handle in one piece with it,1,,,17,,10.5,,,Iron,,other metal,,365,0,FALSE,,
3720,SardShU67F368,SardShE11,Security,fragmentary,Lock-Padlock-Cylindrical,Y,heavily corroded but similar to copper alloy examples [ID3683] in E10. One has cu alloy ring on back.,11,,,,,,,,Cu alloy; Iron,,other metal,,368,0,FALSE,sizes range from L 1.9 to 5.8; dia 4.2 to 10. Found in pipes in storage area,
3721,SardShU67F366,SardShE11,Security,fragmentary,Lock-Padlock-Rectangular,Y,prob w lever mechanism; all fragmentary & corroded. 2 or 3 show remains of chains or shackles,12,,,,,,,,Iron,,other metal,,366,0,FALSE,sizes range from H 4.6 to 7; W 6 to 9.6. Found in pipes in storage area,
3722,SardShU67(E11e),SardShE11,Food & drink; Tool,broken,PanScraper,Y,wide flat blade; originally almost square; narrow handle w square to rectangular section,1,,,29.5,,,,,Iron,,other metal,,,0,FALSE,,
3723,SardShU67F367,SardShE11,Industry; Tool,broken,Punch,Y,short straight shaft pointed at end; broad flat triangular blade,1,,5.3,10,,,,,Iron,,other metal,,367,0,FALSE,,
3724,SardShU68(E11a),SardShE11,Industry; Tool,broken,Hammer-SetHammer,Y,round section; top flattened where pounded; other end narrowed to slightly splayed edge,1,,3.4,20,,,,,Iron,,other metal,,,0,FALSE,,
3725,SardShU68(E11b),SardShE11,Container; Food & drink; Uncertain,intact,Bowl-Gen,Y,lead. Flat base; straight slightly flaring sides; everted rim folded outward & down,1,5.2,,,,,,9,Lead/pewter,,other metal,,,0,FALSE,,
3726,SardShUncat(E11b),SardShE11,Container,intact,Amphora-Gen,Y,coarse redware,7,,,,,,,,Pottery/ceramic,,clay red,,,0,FALSE,,
3727,SardShUncat(E11c),SardShE11,Container; Food & drink,intact,Cup-Gen,Y,coarse redware,6,,,,,,,,Pottery/ceramic,,clay red,,,0,FALSE,,
3728,SardShUncat(E11d),SardShE11,Container,intact,Pithos,Y,coarse redware,2,,,,,,,,Pottery/ceramic,,clay red,,,0,FALSE,w lids [ID3729],
3729,SardShUncat(E11e),SardShE11,Container; Other,intact,Lid-Pithos,Y,coarse redware,2,,,,,,,,Pottery/ceramic,,clay red,,,0,FALSE,in pithoi [ID3728],
3730,SardShUncat(E11f),SardShE11,Container; Food & drink; Uncertain,intact,Bowl-Gen,Y,coarse redware,2,,,,,,,,Pottery/ceramic,,clay red,,,0,FALSE,,
3731,SardShUncat(E11g),SardShE11,Container,intact,Basin-Gen,Y,coarse redware,1,,,,,,,,Pottery/ceramic,,clay red,,,0,FALSE,,
3732,SardShUncat(E11h),SardShE11,Container,intact,Amphora-Gen,Y,greyware,1,,,,,,,,Pottery/ceramic,,clay grey,,,0,FALSE,,
3733,SardShUncat(E11i),SardShE11,Food & drink; Uncertain,intact,Plate,Y,greyware,1,,,,,,,,Pottery/ceramic,,clay grey,,,0,FALSE,,
3734,SardShUncat(E11j),SardShE11,Container; Food & drink; Uncertain,intact,Bowl-Gen,Y,greyware,1,,,,,,,,Pottery/ceramic,,clay grey,,,0,FALSE,,
3735,SardShUncat(E11k),SardShE11,Container,intact,Basin-Gen,Y,combed redware,1,,,,,,,,Pottery/ceramic,,clay red; combed decoration,,,0,FALSE,,
3736,SardShUncat(E11l),SardShE11,Container,intact,Pithos,Y,combed redware,1,,,,,,,,Pottery/ceramic,,clay red; combed decoration,,,0,FALSE,,
3737,SardShUncat(E11m),SardShE11,Container,intact,Amphora-Gen,Y,coarse black ware,1,,,,,,,,Pottery/ceramic,,clay black,,,0,FALSE,,
3738,SardShUncat(E11n),SardShE11,Food & drink; Uncertain,intact,Plate,Y,coarse black ware,1,,,,,,,,Pottery/ceramic,,clay black,,,0,FALSE,,
3739,SardShUncat(E11o),SardShE11,Food & drink,intact,Cookware-PotGen,Y,coarse black ware,4,,,,,,,,Pottery/ceramic,,clay black,,,0,FALSE,,
3740,SardShP68.126:7797,SardShE11,Container; Food & drink; Uncertain,intact,Bowl-Shlw,Y,unevenly turned; ring foot w groove around ext; upright rim w 2 carinations below; residue of iron oxide & yellow substance that may be sulphur,1,4.5,,,,25,,,Pottery/ceramic,,,,373,0,FALSE,,
3741,SardShP68.127:7798,SardShE11,Container; Food & drink; Uncertain,fragmentary,Bowl-Shlw,Y,similar to [ID3740]; 3 joining frags w incised conc circles,1,5,,,,20,,,Pottery/ceramic,,,,374,0,FALSE,,
3742,SardShP68.138:7820,SardShE11,Container; Food & drink; Uncertain,fragmentary,Bowl-Shlw,N,fine redware shallow bowl or plate; v wide horiz rim w incised lines & band of rouletting,1,4,,,,22,,,Pottery/ceramic,,clay red; incised decoration; rouletted decoration,,375,0,FALSE,,
3743,SardShP67.36:7384,SardShE11,Industry; Tool,intact,Crucible,Y,beaker-shaped; identical to those from E10; residue cleaned without sampling; some glassy slag w green tinge; red on rim remains; iron stain on either side (where gripped by tongs?),1,9.5,,,,,10,5.5,Pottery/ceramic,,,,376,0,FALSE,,
3744,SardShU67F377,SardShE11,Container,broken,Jug-WideMouth,Y,v abraded surface shows imprint of charred fabric,1,16,,,,9.9,,,Pottery/ceramic,,abraded; clay buff; clay pink; micaceous,,377,0,FALSE,,
3745,SardShS68.30:7821,SardShE11,Container; Food & drink; Uncertain,fragmentary,Bowl-Gen,Y,rim frag; plain outturned rim; translucent purple & white veined marble; int highly polished,1,3.5,,,,,10,,Marble,,polished; purple; white,,379,0,FALSE,,
3746,SardShU64F381,SardShE12,Container,fragmentary,Bottle-GlobularBody,Y,frags from spherical or nearly spherical bottles;; necks conical or cylindrical w funnel mouth,8,8,,,,,,,Glass,,light aquamarine; light green,,381; 393,0,FALSE,,
3747,SardShG68.3:7736,SardShE12,Container,broken,Bottle-Gen,Y,cylindrical; concave base; pronounced shoulder; conical neck,1,20,,,,,,7,Glass,,light aquamarine,,394,0,FALSE,,
3748,SardShU64F395,SardShE12,Container,fragmentary,Bottle-Gen,Y,neck frag; blue thread may have been applied in zig-zag pattern; pale green fabric,1,,,,,4,,,Glass,,blue; light green,,395,0,FALSE,,
3749,SardShU64(E12a),SardShE12,Container,fragmentary,Bottle-Gen,N,concave base of cylindrical bottle or beaker,1,,,,,,,4.8,Glass,,light aquamarine,,,0,FALSE,,
3750,SardShU64(E12b),SardShE12,Container; Food & drink,fragmentary,Goblet,Y,fragments of multi-knobbed stems as [ID145],7,,,,,,,,Glass,,,,cf 44,0,FALSE,,
3751,SardShUncat(E13a),SardShE13,Other,fragmentary,Glass-FragsGroup,Y,The glass fragments found in E13 numbered ca. 4000; 90% vessels 10% window panes,1,,,,,,,,Glass,,,,,0,FALSE,Most not catalogued individually,
3752,SardShUncat(E13b),SardShE13,Container; Food & drink,fragmentary,Goblet,Y,"""over 150 goblets from the NW area""",105,,,,,,,,Glass,,,,,0,FALSE,some (those given as examples) are entered as individual records; subtracted from total here,
3753,SardShU62F401,SardShE13,Food & drink,fragmentary,Salver,Y,plain; flaring rim,1,,,,,13,,,Glass,,aquamarine,,,0,FALSE,from list of types identified amongst fragments [ID3751],
3754,SardShU62F402,SardShE13,Other,fragmentary,Rod,Y,2 rods joined together; end roughly knocked off at manufacture,2,,,,,,,,Glass,,light green,,,0,FALSE,from list of types identified amongst fragments [ID3751],
3758,SardShU62F399,SardShE13,Container,fragmentary,Bottle-FunnelRim,Y,wide funnel neck,1,,,,,,3.5,,Glass,,aquamarine,,399,0,FALSE,from list of types identified amongst fragments [ID3751],
3759,SardShUncat(E13i),SardShE13,Structural,fragmentary,WindowGlass,Y,,400,,,,,,,,Glass,,,,396-405,0,FALSE,from list of types identified amongst fragments [ID3751],
3760,SardShM63.46:5643,SardShE12niche,Uncertain,broken,Ring,Y,w fragment of iron tongue looped around one side,1,,,6.5,,4.8,,,Cu alloy; Iron,,other metal,,406,0,FALSE,length is that of iron tongue,
3761,SardShM68.8.7691,SardShE12,Food & drink; Other; Tool; Uncertain,broken,Spoon-Strainer,Y,round; almost flat bowl; round holes; handle in one piece w edge of bowl,1,,,,,9,,,Cu alloy,,other metal,,407,0,FALSE,found in front of shop,
3762,SardShM63.23:6188,SardShE12niche,Industry; Tool,broken,Axe,Y,trapezoidal blade,1,,7,9.8,,,,,Iron,,other metal,,408,0,FALSE,,
3763,SardShM64.23:6188,SardShE12,Tool,broken,Knife-Gen,Y,straight edge & back; rectangular tang,1,,1.7,9.7,,,,,Iron,,other metal,,409,0,FALSE,,
3764,SardShUncat(E12a),SardShE12,Security,intact,Lock-Plate,Y,,2,,,,,,,,Iron,,other metal,,,0,FALSE,Found with [ID3763],
3765,SardShUncat(E12b),SardShE12,Commerce; Uncertain,intact,Hook,Y,unspecified quantity,2,,,,,,,,Cu alloy,,other metal,,,0,FALSE,Found with [ID3763],
3766,SardShUncat(E12c),SardShE12,Other; Uncertain,intact,Wire,Y,unspecified quantity,2,,,,,,,,Cu alloy,,other metal,,,0,FALSE,Found with [ID3763],
3767,SardShUncat(E12d),SardShE12,Other,intact,ChainLink,Y,unspecified quantity,2,,,,,,,,Cu alloy,,other metal,,,0,FALSE,Found with [ID3763],
3768,SardShUncat(E12na),SardShE12niche,Tool,broken,Knife-Gen,Y,,1,,,,,,,,Iron,,other metal,,,0,FALSE,,
3769,SardShUncat(E12nb),SardShE12niche,Military; Other; Tool,broken,Spearhead,Y,,1,,,,,,,,Iron,,other metal,,,0,FALSE,,
3770,SardShUncat(E12nc),SardShE12niche,Container; Other,broken,Lid-Gen,Y,,1,,,,,,,,Iron,,other metal,,,0,FALSE,,
3771,SardShUncat(E12nd),SardShE12niche,Other,intact,Nail,Y,,19,,,,,,,,Iron,,other metal,,,0,FALSE,,
3772,SardShUncat(E12ne),SardShE12niche,Uncertain,fragmentary,MetalPiece,Y,"unspecified quantity ""other iron fragments""",3,,,,,,,,Iron,,other metal,,,0,FALSE,,
3773,SardShU64F410,SardShE12,Tool,broken,Knife-Gen,Y,straight back; rectangular haft; convex edge,1,,5.5,33.2,,,,,Iron,,other metal,,410,0,FALSE,,
3774,SardShU64(E12c),SardShE12,Container; Food & drink; Uncertain,intact,Bowl-Shlw,Y,flat base; slightly flaring sides; everted rim folded out & down; lead,1,5,,,,,12,9,Lead/pewter,,other metal,,,0,FALSE,,
3775,SardShU67F418,SardShE12,Container; Food & drink; Uncertain,intact,Bowl-Gen,Y,ring foot; straight slanted wall; smoothed int,1,5.5,,,,,16.2,,Pottery/ceramic,,micaceous,,418,0,FALSE,,
3776,SardShP62.431:4818,SardShE12,Container; Food & drink; Uncertain,fragmentary,Bowl-Shlw,Y,upright rim; sharp carination below set off by groove; flat bottom recessed from side; on int ridging surrounding incised triple wavy line,1,6.5,,,,,29.2,,Pottery/ceramic,,clay buff; clay pink; incised decoration; micaceous,,419,0,FALSE,,
3777,SardShU64(E12d),SardShE12,Container,fragmentary,OpenVessel,Y,straight wall; ledge rim; w holes drilled in wall after firing ca 4cm apart,1,,,,,,,,Pottery/ceramic,,,,,0,FALSE,,
3778,SardShP64.177:6222,SardShE12,Container,intact,Flask-Gen,Y,round body; flat back; convex front w small plain medallion in centre; vertical grooved loop handles; tall neck ridge above handle join,1,40,,,,21,,,Pottery/ceramic,,clay buff; clay orange; discolouration burning,,420,0,FALSE,,
3779,SardShP62.488:4913,SardShE12,Container,broken,Jug-Gen,Y,round body; one handle; concave base w button in centre; 9 rows incised ripples at neck; ext smoothed,1,19.5,,,,16.7,,,Pottery/ceramic,,incised decoration,,423,0,FALSE,,
3780,SardShP64.128:6158,SardShE12,Food & drink; Uncertain,broken,Plate,Y,ring foot; turned under rim; ridged on ext & finished w indented swirl,1,4,,,,,14.3,,Pottery/ceramic,,slip red,,421,0,FALSE,,
3781,SardShP64.147:6189,SardShE12,Container,broken,Jar-Storage,Y,p from mid-neck to entire base; wide mouth; no handle scars; flat bottom w impression of stone tournette; ridged on ext & int,1,26.5,,,,23.1,,,Pottery/ceramic,,micaceous,,422,0,FALSE,,
3782,SardShL63.48:5644,SardShE12niche,Lighting,intact,Lamp,Y,"horiz grooved handle; rays on rim converge in ""tree"" on nozzle; plain; slightly concave discus w single pour hole",1,3.5,,7.7,,,,,Pottery/ceramic,,incised decoration; slip grey,,424,0,FALSE,,
3783,SardShL64.31:6185,SardShE12,Lighting,broken,Lamp,Y,concave discus w relief lion couchant; double framing ringƒ,1,2.5,,7.5,,,,,Pottery/ceramic,,moulded decoration,,425,0,FALSE,found with lamp [ID3784],
3784,SardShL64.33:6187,SardShE12,Lighting,intact,Lamp,Y,concave discus w rosette around single hole; double framing ringƒ,1,2.5,,7,,,,,Pottery/ceramic,,moulded decoration,,426,0,FALSE,found with lamp [ID3783],
3785,SardShL64.32.6186,SardShE12,Lighting,broken,Lamp,Y,as [ID3784] but 3 rows of raised dots on shoulder; stained w yellow deposit,1,,,7.5,,,,,Pottery/ceramic,,clay buff; clay pink; micaceous; moulded decoration,,427,0,FALSE,,
3786,SardShUncat(E12s),SardShE12,Industry,intact,Mortar-Gen,Y,"""small marble mortar set into floor in SE corner""",1,,,,,,,,Marble,,,,,0,FALSE,,
3787,SardShS64.29:6183,SardShE12,Industry,intact,Pestle-Elbow,Y,oval grinding surface; coarse marble; all surfaces smoothed,1,,4.9,15,,,,,Marble,,grey,,,0,FALSE,,
3788,SardShS64.55:6587,SardShE12,Structural,fragmentary,Tile,Y,two frags of flat marble slab w incised menorah; surface polished; back rough,1,14.8,,,,,,,Marble,,incised decoration,,386,0,FALSE,,
3789,SardShT64.23:6182,SardShE12,Other,intact,Die,Y,1-6 indicated by round holes,1,,15,16,,,,,Pottery/ceramic,,,,411,0,FALSE,,
3790,SardShU63F396,SardShE13,Container,fragmentary,Bottle-Gen,Y,w pattern-moulded ribbed decoration on rounded shoulder; ovoid body; neck tapering upward; separated by a diaphragm,1,20,,,,,,,Glass,,light green; moulded decoration,,396,0,FALSE,height is estimated from shape,
3791,SardSh62.11:4487,SardShE13,Container,fragmentary,Bottle-Gen,Y,shoulder & neck w rounded shoulder; diaphragm w circular opening separates neck from body,1,,,,,,,,Glass,,light aquamarine,,397,0,FALSE,,
3792,SardShU62(E13a),SardShE13,Container,fragmentary,Bottle-Gen,Y,as [ID3791],1,,,,,,,,Glass,,aquamarine,,,0,FALSE,,
3793,SardShU62(E13b),SardShE13,Container,fragmentary,Bottle-Gen,Y,as [ID3791],1,,,,,,,,Glass,,light green,,,0,FALSE,,
3794,SardShU62(E13c),SardShE13,Container,fragmentary,Bottle-Gen,Y,as [ID3791],1,,,,,,,,Glass,,,,,0,FALSE,,
3795,SardShU62(E13d),SardShE13,Container,fragmentary,Bottle-Gen,Y,as [ID3791] but w double-walled diaphragm,1,,,,,,,,Glass,,aquamarine,,,0,FALSE,,
3796,SardShU62(E13e),SardShE13,Container,fragmentary,Bottle-Gen,Y,conical neck frag; tapering upward,1,,,,,,,,Glass,,light green,,,0,FALSE,,
3797,SardShU62F398,SardShE13,Container,fragmentary,Bottle-Miniature,Y,pushed-up base of tube-shaped miniature,1,,,,,2.7,,,Glass,,aquamarine,,398,0,FALSE,,
3798,SardShU62(E13f),SardShE13,Container,fragmentary,Bottle-Miniature,Y,concave base of tube-shaped miniature,1,,,,,2.3,,,Glass,,light green,,,0,FALSE,,
3799,SardShU62(E13g),SardShE13,Container,fragmentary,Bottle-Miniature,Y,lower body w pushed-up base of pear-shaped or conical miniature,1,,,,,,,3.5,Glass,,light green,,,0,FALSE,,
3800,SardShU62(E13h),SardShE13,Container,fragmentary,Bottle-Gen,Y,base; concave but relatively flat,1,,,,,,,10,Glass,,light green,,,0,FALSE,,
3801,SardShU62(E13i),SardShE13,Container; Food & drink,fragmentary,Goblet,Y,concave stem; flat foot; w at least 20 similar stems,21,,,,,,,5,Glass,,aquamarine; white,,,0,FALSE,mix of aquamarine & clear pieces,
3802,SardShU62(E13j),SardShE13,Container; Food & drink,fragmentary,Goblet,Y,as [ID3801]; weathered,1,,,,,,,4.9,Glass,,light green,,,0,FALSE,,
3803,SardShU62(E13k),SardShE13,Container; Food & drink,fragmentary,Goblet,Y,stems w knobs or a bulge,2,,,,,,,,Glass,,,,cf 44,0,FALSE,,
3804,SardShU62(E13l),SardShE13,Container; Food & drink,fragmentary,Goblet,Y,thin pin-like stem; sloping foot; w 20 sherds of this type goblet,1,,,,,,,,Glass,,,,,0,FALSE,,
3805,SardShU63(E13a),SardShE13,Lighting,fragmentary,Lamp,Y,folded rim w flaring wall; one handle p of undecorated bowl-lamp w 3 handles,1,,,,,12,,,Glass,,light yellow,,,0,FALSE,,
3806,SardShU62(E13m),SardShE13,Lighting,fragmentary,Lamp,Y,thorn-like bases from cup-shaped lamps,2,,,,,,,,Glass,,,,cf 172,0,FALSE,,
3807,SardShU62(E13n),SardShE13,Container,fragmentary,Vessel-Gen,Y,ring bases; folded edges,2,,,,,,,,Glass,,light aquamarine,,,0,FALSE,,
3808,SardShU62F403,SardShE13,Container,fragmentary,Vessel-Gen,N,plain rims from slightly conical vessels or vessel necks,2,,,,,5.5,,,Glass,,aquamarine,,403,0,FALSE,,
3809,SardShU62F404,SardShE13,Container,fragmentary,Vessel-Gen,N,as [ID3808] but poorly made,1,,,,,5,,,Glass,,,,404,0,FALSE,,
3810,SardShU62F405,SardShE13,Container,fragmentary,Vessel-Gen,Y,conical wall; heavy folded rim,1,,,,,7,,,Glass,,aquamarine,,405,0,FALSE,,
3811,SardShU62(E13o),SardShE13,Container,fragmentary,Vessel-Gen,Y,conical wall; heavy folded rim,1,,,,,6,,,Glass,,,,,0,FALSE,,
3812,SardShU62(E13p),SardShE13,Container,fragmentary,Vessel-Gen,Y,conical wall; heavy folded rim,1,,,,,7.5,,,Glass,,,,,0,FALSE,,
3813,SardShU62(E13q),SardShE13,Container,fragmentary,Vessel-Gen,Y,slightly curved wall section w 2 applied threads crossing one over the other,1,,,,,5,,,Glass,,,,,0,FALSE,,
3814,SardShU62(E13r),SardShE13,Commerce,fragmentary,BalanceScale,Y,,1,,,,,,,,Cu alloy,,,,,0,FALSE,,
